TXA_ITIS,TXA_Level,TXA_Name,TXA_Binomial,TXA_Parent,TXA_Author,TXA_Year,TXA_CAAB,USER,TXA_Time,TXA_Group,TXA_ReleaseDate,TXA_ExpReleaseDate,TXA_Created_At,TXA_Updated_At,TXA_WoRMsID,TXA_ProfileStatus,created,created_by,updated,updated_by
173000,142,Solea,NA,172980,"Quensel, 1806",NA,NA,ITIS,2001-09-11 16:18:50,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173001,143,solea,Solea vulgaris,173000,Linnaeus 1758,NA,NA,ITIS,2001-09-11 16:18:50,Fishes,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173112,136,Tetraodontiformes,NA,166082,,NA,NA,ITIS,2001-05-24 11:52:09,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173128,140,Balistidae,NA,173282,,NA,NA,ITIS,2006-09-11 15:44:08,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173202,142,Rhinecanthus,NA,173128,"Swainson, 1839",NA,NA,ITIS,2006-09-11 15:44:08,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173203,143,aculeatus,Rhinecanthus aculeatus,173202,"Linnaeus, 1758 2004-04-09",NA,NA,ITIS,NA,Fishes,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173223,142,Balistoides,NA,173128,"Fraser-Brunner, 1935",NA,NA,ITIS,NA,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173225,143,conspicillum,Balistoides conspicillum,173223,"Bloch and Schneider, 1801 2004-01-22",NA,NA,ITIS,NA,Fishes,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173282,137,Tetraodontoidei,NA,173112,,NA,NA,ITIS,2001-05-24 11:52:09,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173283,140,Tetraodontidae,NA,173282,,NA,NA,ITIS,NA,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173307,142,Arothron,NA,646100,"Müller, 1841",NA,NA,ITIS,NA,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173412,140,Molidae,NA,173282,,NA,NA,ITIS,2001-05-24 11:52:09,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173413,142,Mola,NA,173412,"Koelreuter, 1770",NA,NA,ITIS,2001-08-29 14:40:02,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173414,143,mola,Mola mola,173413,"Linnaeus, 1758",NA,NA,ITIS,2001-08-29 14:40:48,Fishes,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173420,133,Amphibia,NA,331030,"Linnaeus, 1758",NA,NA,ITIS,2006-09-11 15:55:27,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173422,135,Salientia,NA,586230,,NA,NA,ITIS,2006-09-11 15:55:27,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173423,136,Anura,NA,173422,"Merrem, 1820",NA,NA,ITIS,2006-09-11 15:55:27,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173433,140,Ranidae,NA,173423,"Rafinesque, 1814",NA,NA,ITIS,2006-09-11 15:55:27,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173434,142,Lithobates,NA,173433,"Linnaeus, 1758",NA,NA,ITIS,2006-09-11 15:55:27,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173441,143,catesbeianus,Lithobates catesbeiana,173434,"Shaw, 1802 2001-06-11",NA,NA,ITIS,2006-09-11 15:55:27,Amphibians-Frogs,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173547,140,Pipidae,NA,173423,"Gray, 1825",NA,NA,ITIS,2006-09-11 16:00:29,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173548,142,Xenopus,NA,661441,"Wagler, 1827",NA,NA,ITIS,2006-09-11 16:00:29,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173549,143,laevis,Xenopus laevis,173548,"Daudin, 1802 2001-06-11",NA,NA,ITIS,2006-09-11 16:00:29,Amphibians-Frogs,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173747,133,Reptilia,NA,331030,"Laurenti, 1768",NA,NA,ITIS,2001-05-25 11:23:48,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173749,136,Testudines,NA,173747,"Linnaeus, 1758",NA,NA,ITIS,2001-09-11 16:15:17,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173769,140,Emydidae,NA,173749,"Rafinesque, 1815",NA,NA,ITIS,2006-09-11 16:04:29,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173790,142,Graptemys,NA,173769,"Agassiz, 1857",NA,NA,ITIS,2006-09-11 16:06:13,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173800,143,pseudogeographica,Graptemys pseudogeographica,173790,"Gray, 1831 2004-01-22",NA,NA,ITIS,2006-09-11 16:06:13,Reptiles-Turtles,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173818,142,Trachemys,NA,173769,"Agassiz, 1857",NA,NA,ITIS,2006-09-11 16:04:29,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173819,143,scripta,Trachemys scripta,173818,"Schoepff, 1792 2001-06-11",NA,NA,ITIS,2006-09-11 16:04:29,Reptiles-Turtles,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173845,140,Trionychidae,NA,173749,"Fitzinger, 1826",NA,NA,ITIS,2001-09-11 16:15:17,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173859,135,Lepidosauria,NA,563891,,NA,NA,ITIS,2001-05-25 11:23:48,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173861,136,Squamata,NA,173859,,NA,NA,ITIS,2001-05-25 11:23:48,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
173862,137,Lacertilia,NA,173861,,NA,NA,ITIS,2001-05-25 11:23:48,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
174114,140,Varanidae,NA,564530,,NA,NA,ITIS,2001-05-25 11:23:48,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
174115,142,Varanus,NA,174114,"Merrem, 1820",NA,NA,ITIS,2001-05-25 11:23:48,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
174118,137,Serpentes,NA,173861,"Linnaeus, 1758",NA,NA,ITIS,2006-09-11 15:59:21,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
174365,140,Alligatoridae,NA,551734,,NA,NA,ITIS,2001-09-11 15:28:37,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
174366,142,Alligator,NA,174365,"Cuvier, 1807",NA,NA,ITIS,2001-09-11 16:07:13,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
174369,142,Caiman,NA,174365,"Spix, 1825",NA,NA,ITIS,2001-09-11 15:28:37,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
174370,143,crocodilus,Caiman crocodilus,174369,"Linnaeus, 1758",NA,NA,ITIS,2001-09-11 15:54:42,Reptiles-Crocodilians,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
174371,133,Aves,NA,331030,,NA,NA,ITIS,2001-06-05 13:35:12,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
174770,136,Ciconiiformes,NA,174371,,NA,NA,ITIS,NA,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
174922,140,Threskiornithidae,NA,174770,,NA,NA,ITIS,NA,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
174942,142,Threskiornis,NA,174922,"Gray, 1842",NA,NA,ITIS,NA,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
174943,143,aethiopicus,Threskiornis aethiopicus,174942,"Latham, 1790 1999-10-29",NA,NA,ITIS,NA,Birds,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
174982,136,Anseriformes,NA,174371,,NA,NA,ITIS,2006-08-21 09:13:56,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
174983,140,Anatidae,NA,174982,,NA,NA,ITIS,2006-08-21 09:13:56,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
174984,142,Cygnus,NA,174983,"Bechstein, 1803",NA,NA,ITIS,2006-09-11 16:07:49,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
174985,143,olor,Cygnus olor,174984,"J. F. Gmelin, 1789 2001-05-22",NA,NA,ITIS,2006-09-11 16:07:49,Birds,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
174998,142,Branta,NA,174983,"Scopoli, 1769",NA,NA,ITIS,2006-09-11 16:07:05,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
174999,143,canadensis,Branta canadensis,174998,"Linnaeus, 1758 2004-04-09",NA,NA,ITIS,2006-09-11 16:07:05,Birds,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
175062,142,Anas,NA,174983,"Linnaeus, 1758",NA,NA,ITIS,2006-09-11 16:01:29,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
175063,143,platyrhynchos,Anas platyrhynchos,175062,"Linnaeus, 1758 2004-04-09",NA,NA,ITIS,2006-09-11 16:01:29,Birds,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
175068,143,rubripes,Anas rubripes,175062,"Brewster, 1902 1999-10-29",NA,NA,ITIS,2006-09-11 16:02:34,Birds,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
175213,142,Alopochen,NA,174983,"Stejneger, 1885",NA,NA,ITIS,2006-08-21 09:13:56,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
178265,136,Passeriformes,NA,174371,,NA,NA,ITIS,2001-06-05 13:35:12,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
178988,140,Vireonidae,NA,178265,,NA,NA,ITIS,2001-06-05 13:35:12,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
178989,142,Vireo,NA,178988,"Vieillot, 1808",NA,NA,ITIS,2001-06-05 13:35:12,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
179016,143,altiloquus,Vireo altiloquus,178989,"Vieillot, 1808",NA,NA,ITIS,2001-06-05 13:35:12,Birds,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
179913,133,Mammalia,NA,331030,"Linnaeus, 1758",NA,NA,ITIS,2001-06-01 16:28:21,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
179916,134,Theria,NA,179913,"Parker and Haswell, 1897",NA,NA,ITIS,2001-06-01 16:28:21,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
179925,208,Eutheria,NA,179916,"Gill, 1872",NA,NA,ITIS,2001-06-01 16:28:21,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
180089,136,Primates,NA,179925,"Linnaeus, 1758",NA,NA,ITIS,2001-09-07 13:51:18,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
180090,140,Hominidae,NA,180089,"Gray, 1825",NA,NA,ITIS,2001-09-07 13:51:18,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
180091,142,Homo,NA,180090,"Linnaeus, 1758",NA,NA,ITIS,2001-09-07 13:51:18,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
180092,143,sapiens,Homo sapiens,180091,"Linnaeus, 1758",NA,NA,ITIS,2001-09-07 13:51:18,Mammals,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
180096,140,Cercopithecidae,NA,180089,"Gray, 1821",NA,NA,ITIS,2002-02-12 15:33:12,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
180130,136,Rodentia,NA,179925,"Bowdich, 1821",NA,NA,ITIS,2006-09-11 16:08:46,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
180273,137,Myomorpha,NA,180130,"Brandt, 1855",NA,NA,ITIS,2006-09-11 16:09:26,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
180317,142,Ondatra,NA,552325,"Link, 1795",NA,NA,ITIS,2006-09-11 16:09:26,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
180318,143,zibethicus,Ondatra zibethicus,180317,"Linnaeus, 1766 2004-01-22",NA,NA,ITIS,2006-09-11 16:09:26,Mammals,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
180360,140,Muridae,NA,180273,"Illiger, 1815",NA,NA,ITIS,2006-09-11 16:09:26,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
180361,142,Rattus,NA,552328,"G. Fischer, 1803",NA,NA,ITIS,2006-09-11 16:10:15,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
180363,143,norvegicus,Rattus norvegicus,180361,"Berkenhout, 1769 2001-05-02",NA,NA,ITIS,2006-09-11 16:10:15,Mammals,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
180401,142,Myocastor,NA,584598,"Kerr, 1792",NA,NA,ITIS,2006-09-11 16:08:46,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
180402,143,coypus,Myocastor coypus,180401,"Molina, 1782 2003-10-28",NA,NA,ITIS,2006-09-11 16:08:46,Mammals,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
180539,136,Carnivora,NA,179925,"Bowdich, 1821",NA,NA,ITIS,2001-06-01 16:28:21,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
180573,140,Procyonidae,NA,552303,"Gray, 1825",NA,NA,ITIS,2001-06-01 16:28:21,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
180574,142,Procyon,NA,552366,"Storr, 1780",NA,NA,ITIS,2001-06-01 16:28:21,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
180575,143,lotor,Procyon lotor,180574,"Linnaeus, 1758",NA,NA,ITIS,2001-06-01 16:28:21,Mammals,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
180576,142,Bassariscus,NA,552366,"Coues, 1887",NA,NA,ITIS,2001-06-01 16:29:35,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
180577,143,astutus,Bassariscus astutus,180576,"Lichtenstein, 1830",NA,NA,ITIS,2001-06-01 16:29:35,Mammals,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
182342,143,polysperma,Hygrophila polysperma,34419,Roxb. T. Anders. 2000-03-15,NA,NA,ITIS,2006-07-06 09:31:18,Plants,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
183007,142,Chroodactylon,NA,11474,"Hansgirg, 1885                                1996",NA,NA,ITIS,2002-06-14 15:36:54,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
183216,142,Acanthophora,NA,13439,J. V. F. Lamouroux 1996-07-10,NA,NA,ITIS,NA,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
186020,142,Labidura,NA,102452,,NA,NA,ITIS,2003-10-21 11:13:54,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
186021,143,riparia,Labidura riparia,186020,"Pallas, 1773 2002-01-23",NA,NA,ITIS,2003-10-21 11:13:54,Arthropoda-Insects,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
186044,142,Anisolabis,NA,102460,,NA,NA,ITIS,2001-09-11 16:05:36,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
186048,143,maritima,Anisolabis maritima,186044,"Bonelli, 1832",NA,NA,ITIS,2001-09-11 16:05:36,Arthropoda-Insects,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
192279,143,prostrata,Atriplex prostrata,20505,Bouchér ex DC.,NA,NA,ITIS,2001-09-11 16:12:14,Plants,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
193516,143,floridanus,Crangonyx floridanus,95081,"Bousfield, 1963&nbsp;",NA,NA,ITIS,2003-10-09 10:36:46,Crustaceans-Amphipods,2016-03-17,2015-09-28,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
200899,142,Chaetococcus,NA,109211,"Maskell, 1898                                 1996",NA,NA,ITIS,2003-10-20 13:24:55,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
202002,140,Moronidae,NA,167641,,NA,NA,ITIS,2001-09-06 09:48:29,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
202168,143,komodoensis,Varanus komodoensis,174115,"Ouwens, 1912",NA,NA,ITIS,2001-05-25 11:23:48,Reptiles-Lizards,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
202186,142,Python,NA,563893,"Daudin, 1803",NA,NA,ITIS,2006-09-11 15:59:21,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
202187,143,molurus,Python molurus,202186,"(Linnaeus, 1758)",NA,NA,ITIS,2006-09-11 15:59:21,Reptiles-Snakes,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
202420,130,Monera,NA,0,,NA,NA,ITIS,2001-09-06 09:50:36,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
202421,131,Bacteria,NA,202420,,NA,NA,ITIS,2001-09-06 09:50:36,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
202422,130,Plantae,NA,0,,NA,NA,ITIS,2001-05-24 11:17:42,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
202423,130,Animalia,NA,0,NA,NA,NA,NA,NA,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
202430,133,Myxozoa,NA,202423,,NA,NA,ITIS,2006-07-07 10:27:12,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
203347,132,Tunicata,NA,158852,,NA,NA,ITIS,2001-05-23 17:11:51,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
203689,142,Cylindrospermopsis,NA,1099,"Seenayya and Subbaraju, 1972",NA,NA,ITIS,NA,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
203690,143,raciborskii,Cylindrospermopsis raciborskii,203689,Wolosz. Seena. and Subbar. 1996-07-29,NA,NA,ITIS,NA,Algae,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
203745,143,brachypus,Caulerpa brachypus,6963,Harvey 1860,NA,NA,ITIS,2003-03-30 17:19:34,Algae,2040-01-01,2017-02-16,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
204501,143,cornuta,Polydora cornuta,66789,"Bosc, 1802",NA,NA,ITIS,2001-09-11 15:54:21,Annelids-Polychaetes,2015-12-10,2015-03-31,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
204830,142,Patella,NA,69746,Linnaeus 1758,NA,NA,ITIS,2003-06-11 16:21:39,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
204927,140,Lottiidae,NA,566854,,NA,NA,ITIS,2003-06-13 10:18:49,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
205005,142,Potamopyrgus,NA,70493,"Stimpson, 1865",NA,NA,ITIS,2001-09-11 15:27:02,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
205006,143,antipodarum,Potamopyrgus antipodarum,566851,"(J. E. Gray, 1853)",NA,NA,ITIS,2001-09-11 15:48:55,Mollusks-Gastropods,2015-06-29,2015-04-09,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
205646,142,Venerupis,NA,81439,"Lamarck, 1818",NA,NA,ITIS,2001-09-11 16:11:08,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
205822,143,zostericola,Eusarsiella zostericola,84300,"(Cushman, 1906)",NA,NA,ITIS,2003-08-13 08:49:30,Crustaceans-Ostracods,2016-06-20,2099-01-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
206252,143,japonicus,Argulus japonicus,89407,"Thiele, 1900",NA,NA,ITIS,2001-09-11 16:02:17,Crustaceans-Copepods,2015-07-09,2015-05-18,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
206261,142,Austrominius,NA,89599,Buckeridge 1982,NA,NA,ITIS,2003-11-12 14:22:25,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
206264,143,modestus,Austrominius modestus,206261,"Darwin, 1854                                  1996",NA,NA,ITIS,2003-11-12 14:22:25,Crustaceans-Barnacles,2013-01-01,2099-01-01,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
206418,142,Aoroides,NA,93440,"Walker, 1898",NA,NA,ITIS,NA,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
206481,143,rylovae,Melita rylovae,93806,"Bulycheva, 1955",NA,NA,ITIS,2007-03-20 16:29:08,Crustaceans-Amphipods,2016-03-17,2015-09-28,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
206574,143,valida,Stenothoe valida,94934,"Dana, 1852",NA,NA,ITIS,2001-09-11 16:17:50,Crustaceans-Amphipods,2016-03-17,2015-09-28,NA,NA,NA,Approved,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
206662,143,hippocrepia,Phoronis hippocrepia,155462,"Wright, 1856 1996-06-13",NA,NA,ITIS,NA,Phoronids,2040-01-01,2099-01-01,NA,NA,NA,Started,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
206804,140,Cryptosulidae,NA,156192,,NA,NA,ITIS,2001-09-11 16:10:10,NA,2040-01-01,2099-01-01,NA,NA,NA,NA,2023-11-16 10:42:11,NA,2023-11-16 10:42:11,NA
